mp_key,house,mp_name_raw,mp_name_normalized,state,constituency,elected_nominated
RS_SHAMBHU_SHARAN_PATEL,Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),SHAMBHU SHARAN PATEL,Bihar,,Elected MP
RS_SHIVESH_KUMAR,Rajya Sabha,Shri Shivesh Kumar (2026-32) (2026-2032),SHIVESH KUMAR,Bihar,,Elected MP
RS_SUBHASH_BARALA,Rajya Sabha,Shri Subhash Barala (2024-30) (2024-2030),SUBHASH BARALA,Haryana,,Elected MP
RS_SUBHASISH_KHUNTIA,Rajya Sabha,Shri Subhasish Khuntia (2024-30) (2024-2030),SUBHASISH KHUNTIA,Odisha,,Elected MP
RS_SUJEET_KUMAR,Rajya Sabha,Shri Sujeet Kumar (2026-32) (2026-2032),SUJEET KUMAR,Odisha,,Elected MP
RS_SURENDRA_SINGH_NAGAR,Rajya Sabha,Shri Surendra Singh Nagar (2022-28) (2022-2028),SURENDRA SINGH NAGAR,Uttar Pradesh,,Elected MP
RS_TAI_TAGAK,Rajya Sabha,Shri Tai Tagak (2026-32) (2026-2032),TAI TAGAK,Arunachal Pradesh,,Elected MP
RS_TARUN_CHUGH,Rajya Sabha,Shri Tarun Chugh (2026-32) (2026-2032),TARUN CHUGH,Madhya Pradesh,,Elected MP
RS_TEJVEER_SINGH,Rajya Sabha,Shri Tejveer Singh (2024-30) (2024-2030),TEJVEER SINGH,Uttar Pradesh,,Elected MP
RS_TERASH_GOWALLA,Rajya Sabha,Shri Terash Gowalla (2026-32) (2026-2032),TERASH GOWALLA,Assam,,Elected MP
RS_TIRUCHI_SIVA,Rajya Sabha,Shri Tiruchi Siva (2026-32) (2026-2032),TIRUCHI SIVA,Tamil Nadu,,Elected MP
RS_UJJWAL_DEORAO_NIKAM,Rajya Sabha,Shri Ujjwal Deorao Nikam (2025-31) (2025-2031),UJJWAL DEORAO NIKAM,Maharashtra,,Nominated MP
RS_UPENDRA_KUSHWAHA,Rajya Sabha,Shri Upendra Kushwaha (2026-32) (2026-2032),UPENDRA KUSHWAHA,Bihar,,Elected MP
RS_V_VIJAYENDRA_PRASAD,Rajya Sabha,Shri V. Vijayendra Prasad (2022-28) (2022-2028),V. VIJAYENDRA PRASAD,Andhra Pradesh,,Nominated MP
RS_VIJAY_CHINTAKAYALA,Rajya Sabha,Shri Vijay Chintakayala (2026-32) (2026-2032),VIJAY CHINTAKAYALA,Andhra Pradesh,,Elected MP
RS_VINOD_SHRIDHAR_TAWDE,Rajya Sabha,Shri Vinod Shridhar Tawde (2026-32) (2026-2032),VINOD SHRIDHAR TAWDE,Maharashtra,,Elected MP
RS_VIVEK_K_TANKHA,Rajya Sabha,Shri Vivek K. Tankha (2022-28) (2022-2028),VIVEK K. TANKHA,Madhya Pradesh,,Elected MP
RS_YERRAM_VENKATA_SUBBA_REDDY,Rajya Sabha,Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030),YERRAM VENKATA SUBBA REDDY,Andhra Pradesh,,Elected MP
RS_ADHIKARIMAYUM_SHARDA_DEVI,Rajya Sabha,Smt. Adhikarimayum Sharda Devi (2026-32) (2026-2032),ADHIKARIMAYUM SHARDA DEVI,Manipur,,Elected MP
RS_DARSHANA_SINGH,Rajya Sabha,Smt. Darshana Singh (2022-28) (2022-2028),DARSHANA SINGH,Uttar Pradesh,,Elected MP
RS_GEETA_ALIAS_CHANDRAPRABHA,Rajya Sabha,Smt. Geeta alias Chandraprabha (2020-26) (2020-2026),GEETA ALIAS CHANDRAPRABHA,Uttar Pradesh,,Elected MP
RS_JAYA_AMITABH_BACHCHAN,Rajya Sabha,Smt. Jaya Amitabh Bachchan (2024-30) (2024-2030),JAYA AMITABH BACHCHAN,Uttar Pradesh,,Elected MP
RS_JEBI_MATHER_HISHAM,Rajya Sabha,Smt. Jebi Mather Hisham (2022-28) (2022-2028),JEBI MATHER HISHAM,Kerala,,Elected MP
RS_LAXMI_VERMA,Rajya Sabha,Smt. Laxmi Verma (2026-32) (2026-2032),LAXMI VERMA,Chhattisgarh,,Elected MP
RS_MAHUA_MAJI,Rajya Sabha,Smt. Mahua Maji (2022-28) (2022-2028),MAHUA MAJI,Jharkhand,,Elected MP
RS_MAMATA_THAKUR,Rajya Sabha,Smt. Mamata Thakur (2024-30) (2024-2030),MAMATA THAKUR,West Bengal,,Elected MP
RS_MAYA_CHINTAMAN_IVNATE,Rajya Sabha,Smt. Maya Chintaman Ivnate (2026-32) (2026-2032),MAYA CHINTAMAN IVNATE,Maharashtra,,Elected MP
RS_MAYA_NAROLIYA,Rajya Sabha,Smt. Maya Naroliya (2024-30) (2024-2030),MAYA NAROLIYA,Madhya Pradesh,,Elected MP
RS_NIRMALA_SITHARAMAN,Rajya Sabha,Smt. Nirmala Sitharaman (2022-28) (2022-2028),NIRMALA SITHARAMAN,Karnataka,,Elected MP
RS_P_T_USHA,Rajya Sabha,Smt. P. T. Usha (2022-28) (2022-2028),P. T. USHA,Kerala,,Nominated MP
RS_PHULO_DEVI_NETAM,Rajya Sabha,Smt. Phulo Devi Netam (2026-32) (2026-2032),PHULO DEVI NETAM,Chhattisgarh,,Elected MP
RS_RAJATHI,Rajya Sabha,Smt. Rajathi (2025-31) (2025-2031),RAJATHI,Tamil Nadu,,Elected MP
RS_RANJEET_RANJAN,Rajya Sabha,Smt. Ranjeet Ranjan (2022-28) (2022-2028),RANJEET RANJAN,Chhattisgarh,,Elected MP
RS_REKHA_SHARMA,Rajya Sabha,Smt. Rekha Sharma (2024-28) (2024-2028),REKHA SHARMA,Haryana,,Elected MP
RS_RENUKA_CHOWDHURY,Rajya Sabha,Smt. Renuka Chowdhury (2024-30) (2024-2030),RENUKA CHOWDHURY,Telangana,,Elected MP
RS_S_PHANGNON_KONYAK,Rajya Sabha,Smt. S. Phangnon Konyak (2022-28) (2022-2028),S. PHANGNON KONYAK,Nagaland,,Elected MP
RS_SADHNA_SINGH,Rajya Sabha,Smt. Sadhna Singh (2024-30) (2024-2030),SADHNA SINGH,Uttar Pradesh,,Elected MP
RS_SAGARIKA_GHOSE,Rajya Sabha,Smt. Sagarika Ghose (2024-30) (2024-2030),SAGARIKA GHOSE,West Bengal,,Elected MP
RS_SANGEETA_YADAV,Rajya Sabha,Smt. Sangeeta Yadav (2022-28) (2022-2028),SANGEETA YADAV,Uttar Pradesh,,Elected MP
RS_SEEMA_DWIVEDI,Rajya Sabha,Smt. Seema Dwivedi (2020-26) (2020-2026),SEEMA DWIVEDI,Uttar Pradesh,,Elected MP
RS_SONIA_GANDHI,Rajya Sabha,Smt. Sonia Gandhi (2024-30) (2024-2030),SONIA GANDHI,Rajasthan,,Elected MP
RS_SUDHA_MURTY,Rajya Sabha,Smt. Sudha Murty (2024-30) (2024-2030),SUDHA MURTY,Karnataka,,Nominated MP
RS_SULATA_DEO,Rajya Sabha,Smt. Sulata Deo (2022-28) (2022-2028),SULATA DEO,Odisha,,Elected MP
RS_SUMITRA_BALMIK,Rajya Sabha,Smt. Sumitra Balmik (2022-28) (2022-2028),SUMITRA BALMIK,Madhya Pradesh,,Elected MP
